model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Manufacturer
 Tucson,2017.0,,Manual,10172.0,Petrol,160.0,44.8,1.6,hyundi
 Yaris,2018.0,9790.0,Manual,8116.0,Petrol,145.0,48.7,,toyota
 Corsa,2018.0,9265.0,Manual,16313.0,Petrol,145.0,,,vauxhall
 A Class,2019.0,24999.0,Semi-Auto,,Diesel,145.0,56.5,2.0,merc
 Focus,2018.0,13442.0,Manual,6850.0,Petrol,145.0,57.7,1.0,ford
 C Class,2016.0,,Semi-Auto,13115.0,Hybrid,0.0,134.5,2.0,merc
 A Class,2017.0,13100.0,Manual,31784.0,Diesel,20.0,72.4,1.5,merc
 EcoSport,2016.0,11500.0,Semi-Auto,13556.0,Petrol,160.0,44.8,1.5,ford
 1 Series,,,Semi-Auto,19000.0,Diesel,20.0,68.9,,BMW
 Focus,2016.0,9160.0,Manual,31410.0,Diesel,0.0,74.3,1.5,ford
 A6,2019.0,,Semi-Auto,2000.0,Diesel,145.0,39.2,3.0,Audi
 Corsa,2017.0,8995.0,Manual,7243.0,Petrol,150.0,,1.4,vauxhall
 Fiesta,2017.0,11800.0,Manual,,Petrol,,47.9,1.6,ford
 Fiesta,2017.0,10901.0,Manual,12890.0,Petrol,145.0,,1.0,ford
 Fiesta,2017.0,,Manual,33707.0,Petrol,0.0,,1.0,ford
 Golf,2017.0,15690.0,Semi-Auto,22987.0,Petrol,150.0,55.4,1.4,volkswagen
 C Class,2018.0,23500.0,Automatic,4368.0,Petrol,145.0,44.1,,merc
 A4,2019.0,45490.0,Automatic,,Diesel,145.0,40.9,3.0,Audi
 Tiguan,2019.0,22992.0,Automatic,7240.0,Diesel,145.0,46.3,2.0,volkswagen
 Fiesta,2019.0,,Manual,10956.0,Petrol,145.0,58.9,,ford
 Tiguan,2019.0,30990.0,Semi-Auto,9798.0,Diesel,145.0,39.2,2.0,volkswagen
 A5,,25998.0,Semi-Auto,,Petrol,,,2.0,Audi
 A Class,2014.0,19985.0,Automatic,33620.0,Petrol,205.0,40.9,2.0,merc
 Astra,,11900.0,Manual,9590.0,Petrol,150.0,48.7,1.0,vauxhall
 3 Series,2008.0,4250.0,Automatic,141000.0,Petrol,235.0,39.8,3.0,BMW
 E Class,2019.0,34280.0,Semi-Auto,,Diesel,145.0,,2.0,merc
 1 Series,2016.0,11990.0,Manual,33779.0,Diesel,20.0,68.9,2.0,BMW
 Corsa,2018.0,7995.0,Manual,24104.0,Petrol,145.0,55.4,1.4,vauxhall
 EcoSport,2019.0,15900.0,Manual,3108.0,Petrol,145.0,52.3,1.0,ford
 Fabia,2019.0,10695.0,Manual,5344.0,Petrol,,,1.0,skoda
 Fiesta,2015.0,9500.0,Semi-Auto,,Petrol,150.0,47.9,1.6,ford
 Mokka X,,,Manual,35733.0,Petrol,200.0,42.2,,vauxhall
 Polo,2017.0,10190.0,Manual,35738.0,Petrol,20.0,60.1,1.2,volkswagen
 A Class,2016.0,,Manual,35847.0,Diesel,30.0,62.8,,merc
 C Class,2017.0,25498.0,Automatic,6067.0,Diesel,,,,merc
 Corsa,2018.0,11782.0,Automatic,1751.0,Petrol,145.0,47.1,1.4,vauxhall
 C Class,2011.0,7449.0,Automatic,80268.0,Diesel,145.0,56.5,2.1,merc
 1 Series,2019.0,,Semi-Auto,1356.0,Diesel,145.0,50.4,2.0,BMW
 X1,2015.0,,Semi-Auto,10258.0,Diesel,30.0,65.7,,BMW
 Corsa,2017.0,7680.0,Manual,16673.0,Petrol,30.0,55.4,1.4,vauxhall
 Octavia,2018.0,15400.0,Automatic,23293.0,Diesel,145.0,67.3,2.0,skoda
 Mokka,2014.0,,Automatic,28704.0,Diesel,145.0,53.3,1.7,vauxhall
 Corsa,2018.0,7820.0,Manual,13120.0,Petrol,145.0,55.4,1.4,vauxhall
 C Class,2020.0,32480.0,Semi-Auto,16.0,Diesel,145.0,,2.0,merc
 C Class,2018.0,16500.0,Automatic,31942.0,Petrol,150.0,50.4,2.0,merc
 A6,2014.0,11000.0,Automatic,106420.0,Diesel,,64.2,2.0,Audi
 A6,2016.0,19995.0,Semi-Auto,18228.0,Diesel,20.0,64.2,2.0,Audi
 Fabia,2016.0,9995.0,Manual,,Petrol,20.0,58.9,1.2,skoda
 Mokka,2016.0,9299.0,Manual,38647.0,Diesel,,,1.6,vauxhall
 Polo,2016.0,10000.0,Manual,16529.0,Petrol,20.0,60.1,1.2,volkswagen
 Polo,2019.0,13490.0,Manual,294.0,Petrol,145.0,48.7,1.0,volkswagen
 Insignia,,,Manual,72932.0,Diesel,0.0,74.3,,vauxhall
 Fiesta,,9698.0,Manual,14961.0,Petrol,145.0,55.4,1.1,ford
 Fiesta,2017.0,10000.0,Manual,10832.0,Petrol,0.0,65.7,1.0,ford
 Fiesta,,6990.0,Manual,44823.0,Petrol,,65.7,,ford
 E Class,,21290.0,Automatic,34123.0,Diesel,145.0,,3.0,merc
 Golf,,12999.0,Semi-Auto,28295.0,Diesel,,58.9,1.6,volkswagen
 Mokka X,2018.0,11300.0,Manual,25265.0,Petrol,145.0,47.1,1.4,vauxhall
 2 Series,2019.0,21920.0,Semi-Auto,,Diesel,145.0,49.6,2.0,BMW
 Passat,2019.0,31998.0,Semi-Auto,10.0,Hybrid,,43.5,1.4,volkswagen
 Fiesta,2018.0,10600.0,Manual,29720.0,Petrol,145.0,56.5,1.0,ford
 Fiesta,2018.0,9129.0,Manual,14562.0,Petrol,145.0,64.2,1.1,ford
 1 Series,2016.0,13800.0,Automatic,31715.0,Diesel,20.0,67.3,2.0,BMW
 Octavia,2016.0,13499.0,Manual,,Diesel,30.0,64.2,2.0,skoda
 Polo,2019.0,14195.0,Semi-Auto,7883.0,Petrol,,,1.0,volkswagen
 Passat,2018.0,12310.0,Manual,33632.0,Diesel,145.0,70.6,1.6,volkswagen
 Fiesta,2018.0,10179.0,Manual,15950.0,Petrol,145.0,65.7,1.0,ford
 Golf,2014.0,6993.0,Manual,,Diesel,0.0,,1.6,volkswagen
 Astra,2013.0,7140.0,Manual,28056.0,Petrol,145.0,48.7,1.4,vauxhall
 Kuga,,,Manual,3150.0,Petrol,150.0,45.6,1.5,ford
 2 Series,2019.0,21980.0,Semi-Auto,6093.0,Petrol,145.0,50.4,2.0,BMW
 Mokka X,2016.0,11000.0,Manual,14918.0,Petrol,,42.2,1.6,vauxhall
 E Class,2017.0,19980.0,Semi-Auto,38193.0,Diesel,145.0,72.4,2.0,merc
 Q3,2019.0,37450.0,Semi-Auto,3000.0,Petrol,145.0,32.1,2.0,Audi
 E Class,2019.0,25490.0,Semi-Auto,,Petrol,145.0,42.2,2.0,merc
 Focus,2018.0,10300.0,Manual,45773.0,Petrol,145.0,,1.0,ford
 3 Series,,17998.0,Semi-Auto,54762.0,Petrol,150.0,,2.0,BMW
 Q5,2019.0,37000.0,Semi-Auto,,Diesel,145.0,38.2,2.0,Audi
 Up,2017.0,7295.0,Manual,12838.0,Petrol,20.0,64.2,1.0,volkswagen
 Golf,2013.0,9850.0,Automatic,51157.0,Diesel,,62.8,2.0,volkswagen
 1 Series,2015.0,13800.0,Automatic,29867.0,Diesel,30.0,65.7,2.0,BMW
 C Class,2019.0,30399.0,Semi-Auto,3964.0,Petrol,145.0,44.1,2.0,merc
 Golf,,,Automatic,15431.0,Petrol,145.0,,1.0,volkswagen
 Fiesta,2016.0,8695.0,Manual,,Petrol,20.0,62.8,1.0,ford
 Passat,2019.0,14780.0,Automatic,14996.0,Petrol,145.0,,2.0,volkswagen
 Mokka X,2017.0,10498.0,Manual,31382.0,Diesel,125.0,60.1,1.6,vauxhall
 A Class,2014.0,9761.0,Manual,50116.0,Diesel,0.0,78.5,1.5,merc
 Focus,2018.0,19000.0,Semi-Auto,14976.0,Diesel,145.0,61.4,2.0,ford
 Polo,2020.0,15322.0,Manual,1795.0,Petrol,145.0,52.3,1.0,volkswagen
 Q5,2019.0,33415.0,Semi-Auto,3390.0,Diesel,145.0,38.2,2.0,Audi
 Astra,2019.0,16495.0,Manual,10.0,Petrol,145.0,51.4,1.4,vauxhall
 A6,2017.0,,Semi-Auto,53544.0,Diesel,145.0,58.9,2.0,Audi
 Focus,2018.0,12195.0,Manual,11821.0,Petrol,145.0,60.1,,ford
 Up,2020.0,15485.0,Manual,622.0,Petrol,145.0,53.3,1.0,volkswagen
 Insignia,2018.0,13498.0,Manual,9870.0,Petrol,145.0,,1.5,vauxhall
 Yaris,2019.0,12250.0,Manual,,Petrol,145.0,47.9,1.5,toyota
 Polo,2017.0,14990.0,Semi-Auto,25287.0,Petrol,150.0,50.4,1.8,volkswagen
 Q2,2019.0,17295.0,Manual,16047.0,Petrol,145.0,47.1,1.0,Audi
 Fiesta,2016.0,9790.0,Manual,9420.0,Petrol,0.0,65.7,,ford
 Mokka X,2017.0,12491.0,Semi-Auto,,Petrol,165.0,43.5,,vauxhall
 Mokka X,2018.0,12890.0,Automatic,1035.0,Petrol,145.0,43.5,1.4,vauxhall
 1 Series,2018.0,15950.0,Semi-Auto,,Diesel,150.0,44.1,2.0,BMW
 Yaris,2017.0,9298.0,Manual,35121.0,Petrol,30.0,,,toyota
 Fabia,2019.0,,Semi-Auto,,Petrol,150.0,,1.0,skoda
 Golf,2009.0,5995.0,Semi-Auto,54000.0,Petrol,145.0,47.1,1.4,volkswagen
 2 Series,,17998.0,Semi-Auto,27997.0,Diesel,145.0,57.6,2.0,BMW
 Mokka X,2019.0,,Manual,11769.0,Petrol,,,1.4,vauxhall
 A Class,,18495.0,Semi-Auto,15734.0,Diesel,,,2.1,merc
 Octavia,2014.0,10990.0,Semi-Auto,,Petrol,30.0,56.5,1.4,skoda
 Fiesta,2019.0,12991.0,Manual,13505.0,Petrol,150.0,58.9,1.0,ford
 Fabia,2018.0,,Manual,19704.0,Petrol,145.0,64.2,1.0,skoda
 A1,2018.0,,Manual,,Petrol,145.0,51.4,1.0,Audi
 Corsa,2015.0,6160.0,Manual,33446.0,Petrol,,53.3,1.2,vauxhall
 C Class,2019.0,25799.0,Automatic,2177.0,Petrol,,47.1,,merc
 Corsa,2017.0,7298.0,Manual,34670.0,Petrol,145.0,54.3,1.4,vauxhall
 A1,2019.0,21989.0,Semi-Auto,,Petrol,,40.4,2.0,Audi
 Golf,2017.0,18499.0,Automatic,23597.0,Diesel,145.0,57.7,2.0,volkswagen
 GLC Class,2019.0,34800.0,Semi-Auto,10747.0,Diesel,145.0,40.9,2.0,merc
 Astra,2017.0,11480.0,Manual,5311.0,Petrol,125.0,50.4,1.4,vauxhall
 C Class,2019.0,44000.0,Semi-Auto,3999.0,Petrol,145.0,29.7,3.0,merc
 Mokka X,,9991.0,Manual,34857.0,Diesel,20.0,68.9,1.6,vauxhall
 X1,2017.0,18995.0,Semi-Auto,26249.0,Petrol,160.0,44.8,2.0,BMW
 Fabia,2015.0,7389.0,Automatic,,Diesel,0.0,,,skoda
 2 Series,2017.0,13490.0,Manual,,Diesel,125.0,,,BMW
 Focus,2019.0,26950.0,Manual,7042.0,Diesel,145.0,50.4,2.0,ford
 Astra,2016.0,,Manual,15567.0,Petrol,125.0,51.4,1.4,vauxhall
 A5,2014.0,12995.0,Semi-Auto,83468.0,Diesel,150.0,,2.0,Audi
 3 Series,,,Semi-Auto,4893.0,Diesel,,52.3,2.0,BMW
 Mokka,2014.0,7687.0,Manual,,Diesel,30.0,60.1,1.7,vauxhall
 A3,,20990.0,Semi-Auto,28000.0,Diesel,,56.5,2.0,Audi
 A1,2015.0,11230.0,Manual,37081.0,Petrol,30.0,56.5,1.4,Audi
 Aygo,2019.0,10515.0,Manual,5496.0,Petrol,145.0,57.7,1.0,toyota
 Fiesta,2018.0,10495.0,Manual,23444.0,Petrol,,56.5,1.0,ford
 Kuga,2018.0,16990.0,Manual,13043.0,Diesel,145.0,64.2,1.5,ford
 A1,,,Manual,5432.0,Petrol,145.0,47.9,,Audi
 A Class,2016.0,14722.0,Manual,12544.0,Diesel,20.0,72.4,1.5,merc
 Fiesta,2017.0,11998.0,Manual,5944.0,Petrol,0.0,,1.0,ford
 C Class,2017.0,19498.0,Semi-Auto,22424.0,Diesel,30.0,60.1,2.1,merc
 C Class,2016.0,16900.0,Automatic,,Diesel,20.0,64.2,2.1,merc
 Yaris,2018.0,10310.0,Manual,10564.0,Petrol,145.0,58.9,1.5,toyota
 Aygo,2019.0,9998.0,Manual,6099.0,Petrol,150.0,56.5,,toyota
 Superb,,,Manual,42971.0,Diesel,,68.9,,skoda
 A3,,20890.0,Semi-Auto,12930.0,Petrol,145.0,42.2,1.5,Audi
 Golf,2019.0,17190.0,Manual,9280.0,Petrol,150.0,,,volkswagen
 Astra,2018.0,,Manual,14094.0,Petrol,145.0,64.2,1.0,vauxhall
 Yaris,2017.0,8399.0,Manual,24851.0,Petrol,30.0,55.0,1.3,toyota
 3 Series,2014.0,14894.0,Semi-Auto,36771.0,Diesel,,57.6,3.0,BMW
 Focus,2017.0,12498.0,Manual,,Petrol,20.0,60.1,1.0,ford
 Tucson,2016.0,16498.0,Automatic,12163.0,Diesel,200.0,46.3,2.0,hyundi
 Q3,2012.0,,Automatic,,Diesel,200.0,,2.0,Audi
 I10,2015.0,5990.0,Manual,26541.0,Petrol,,,1.2,hyundi
 Kuga,2019.0,18990.0,Manual,14782.0,Petrol,145.0,35.3,1.5,ford
 1 Series,2019.0,,Automatic,4176.0,Petrol,145.0,55.5,1.5,BMW
 C Class,2017.0,23056.0,Automatic,,Diesel,145.0,65.7,2.1,merc
 5 Series,2013.0,11850.0,Automatic,65359.0,Diesel,125.0,57.6,2.0,BMW
 Fiesta,2018.0,10500.0,Manual,13336.0,Petrol,150.0,,1.0,ford
 A3,2014.0,17499.0,Automatic,37357.0,Petrol,200.0,40.9,2.0,Audi
 3 Series,2019.0,26950.0,Semi-Auto,4320.0,Petrol,145.0,42.2,2.0,BMW
 Polo,2009.0,2495.0,Manual,41637.0,Petrol,145.0,48.7,1.2,volkswagen
 Astra,2018.0,12999.0,Manual,17466.0,Petrol,145.0,,1.6,vauxhall
 A3,,22990.0,Semi-Auto,2091.0,Diesel,145.0,50.4,2.0,Audi
 I10,2018.0,8000.0,Manual,,Petrol,145.0,60.1,1.0,hyundi
 Q2,2017.0,27999.0,Semi-Auto,24450.0,Petrol,145.0,51.4,1.4,Audi
 A Class,,14499.0,Manual,31143.0,Diesel,30.0,,,merc
 Polo,2016.0,9995.0,Manual,,Petrol,20.0,60.1,,volkswagen
 EcoSport,2016.0,10484.0,Semi-Auto,19961.0,Petrol,160.0,44.8,1.5,ford
 C Class,,18699.0,Semi-Auto,38265.0,Diesel,30.0,64.2,2.1,merc
 3 Series,2015.0,14107.0,Manual,30140.0,Diesel,30.0,,2.0,BMW
 Fabia,2019.0,,Manual,2140.0,Petrol,,61.4,1.0,skoda
 Fiesta,,10625.0,Manual,17045.0,Petrol,145.0,65.7,,ford
 Tiguan,2018.0,26689.0,Semi-Auto,21430.0,Petrol,,38.2,2.0,volkswagen
 A6,2019.0,31985.0,Semi-Auto,,Diesel,145.0,50.4,2.0,Audi
 Up,2016.0,6990.0,Manual,10876.0,Petrol,20.0,64.2,1.0,volkswagen
 4 Series,2019.0,,Automatic,123.0,Petrol,145.0,48.7,2.0,BMW
 Tiguan,2020.0,26980.0,Manual,2194.0,Diesel,145.0,42.2,,volkswagen
 3 Series,2017.0,16000.0,Manual,34098.0,Diesel,145.0,64.2,2.0,BMW
 Fiesta,2018.0,,Manual,,Petrol,145.0,65.7,,ford
 Up,2017.0,7391.0,Manual,,Petrol,150.0,64.2,,volkswagen
 Fiesta,2018.0,10700.0,Manual,26522.0,Petrol,145.0,,,ford
